Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?e  country  ?a  ?e  leader  ?b   ,?a  leader  ?b,0.047191011,0.333333333,0.368421053,21,63,57,?a,0.5,0.5357142857142857,0.25,0.75,5,15,10,28
?a  birthPlace  ?b  ?a  deathPlace  ?b   ,?a  citizenship  ?b,0.046052632,0.004189108,0.368421053,14,3342,38,?a,0.47368421052631576,0.45454545454545453,0.6428571428571429,0.35714285714285715,9,5,19,11
?a  parent  ?f  ?f  relation  ?b   ,?a  relation  ?b,0.027667984,0.368421053,0.368421053,7,19,19,?b,1.0,1.0,0.6666666666666666,0.3333333333333333,4,2,4,2
?f  owner  ?b  ?a  sire  ?f   ,?a  owner  ?b,0.017558528,0.21,0.368421053,21,100,57,?a,0.36363636363636365,0.0,1.0,0.0,20,0,55,0
?e  militaryBranch  ?b  ?e  president  ?a   ,?a  militaryBranch  ?b,0.026970954,0.195979899,0.367924528,39,199,106,?a,0.7407407407407407,0.782608695652174,0.5263157894736842,0.47368421052631576,20,18,27,23
?a  almaMater  ?f  ?f  country  ?b   ,?a  citizenship  ?b,0.082236842,0.01108156,0.367647059,25,2256,68,?a,0.45,0.45454545454545453,0.375,0.625,9,15,20,33
?a  operator  ?b   ,?a  owner  ?b,0.039297659,0.206140351,0.3671875,47,228,128,?a,0.5227272727272727,0.0,1.0,0.0,46,0,88,0
?a  president  ?f  ?f  profession  ?b   ,?a  profession  ?b,0.071850394,0.093350384,0.366834171,73,782,199,?a,0.44680851063829785,0.6031746031746031,0.3559322033898305,0.6440677966101694,21,38,47,63
?a  author  ?b  ?a  executiveProducer  ?b   ,?a  director  ?b,0.010506208,0.20952381,0.366666667,22,105,60,?a,0.3888888888888889,0.0,1.0,0.0,21,0,54,0
?b  creator  ?a  ?b  executiveProducer  ?a   ,?a  knownFor  ?b,0.034003091,0.049773756,0.366666667,22,442,60,?b,0.8181818181818182,0.6363636363636364,0.5625,0.4375,9,7,11,11
?a  commander  ?e  ?e  president  ?b   ,?a  commander  ?b,0.053378587,0.264931087,0.366525424,173,653,472,?b,0.46062992125984253,0.0,1.0,0.0,117,0,254,0
?a  computingPlatform  ?f  ?b  predecessor  ?f   ,?a  computingPlatform  ?b,0.125882353,0.344051447,0.366438356,107,311,292,?b,0.7,0.0,1.0,0.0,49,0,70,0
?e  locationCountry  ?b  ?e  owningCompany  ?a   ,?a  locationCountry  ?b,0.044740024,0.140952381,0.366336634,74,525,202,?a,0.8604651162790697,0.0,1.0,0.0,74,0,86,0
?f  associate  ?a  ?b  associate  ?f   ,?a  associate  ?b,0.547727273,0.36131934,0.366261398,241,667,658,?b,0.3493975903614458,0.3488372093023256,0.4915254237288136,0.5084745762711864,29,30,83,86
?a  associate  ?f  ?b  associate  ?f   ,?a  associate  ?b,0.586363636,0.349593496,0.365957447,258,738,705,?b,0.35555555555555557,0.36,0.47058823529411764,0.5294117647058824,32,36,90,100
?a  formerBandMember  ?f  ?f  hometown  ?b   ,?a  hometown  ?b,0.03593542,0.308035714,0.365939894,621,2016,1697,?a,0.49206349206349204,0.5207373271889401,0.2678185745140389,0.7321814254859611,124,339,252,651
?f  creator  ?b  ?a  series  ?f   ,?a  writer  ?b,0.040265385,0.353413655,0.365904366,176,498,481,?b,0.7636363636363637,0.0,1.0,0.0,126,0,165,0
?e  president  ?b  ?e  primeMinister  ?a   ,?a  president  ?b,0.125816282,0.300103842,0.365822785,289,963,790,?a,0.7226890756302521,0.7515527950310559,0.41545893719806765,0.5845410628019324,86,121,119,161
?e  associate  ?a  ?e  birthPlace  ?b   ,?a  residence  ?b,0.01280755,0.069852941,0.365384615,38,544,104,?a,0.7692307692307693,0.7272727272727273,0.38461538461538464,0.6153846153846154,10,16,13,22
?a  headquarter  ?f  ?f  largestCity  ?b   ,?a  headquarter  ?b,0.062801932,0.365168539,0.365168539,130,356,356,?a,0.37575757575757573,0.0,1.0,0.0,124,0,330,0
?e  associate  ?a  ?e  associate  ?b   ,?a  associate  ?b,0.618181818,0.36461126,0.36461126,272,746,746,?b,0.36904761904761907,0.41379310344827586,0.4626865671641791,0.5373134328358209,31,36,84,87
?f  religion  ?b  ?a  successor  ?f   ,?a  religion  ?b,0.120955074,0.196930946,0.364238411,385,1955,1057,?a,0.5275862068965518,0.44680851063829785,0.3984375,0.6015625,153,231,290,517
?b  predecessor  ?a   ,?a  vicePresident  ?b,0.428571429,0.012711864,0.36416185,63,4956,173,?b,0.6140350877192983,0.6410256410256411,0.5833333333333334,0.4166666666666667,35,25,57,39
?b  knownFor  ?a   ,?a  foundedBy  ?b,0.024767802,0.024729521,0.363636364,16,647,44,?b,1.0,0.0,1.0,0.0,16,0,16,0
?b  presenter  ?a   ,?a  presenter  ?b,0.012578616,0.012578616,0.363636364,4,318,11,?b,0.8,0.0,1.0,0.0,4,0,5,0
?a  deputy  ?b   ,?a  vicePresident  ?b,0.027210884,0.009345794,0.363636364,4,428,11,?b,0.5,1.0,0.25,0.75,1,3,2,3
?b  child  ?f  ?f  parent  ?a   ,?a  governor  ?b,0.011461318,0.01038961,0.363636364,4,385,11,?a,1.0,0.6,0.25,0.75,1,3,1,5
?e  parent  ?a  ?e  parent  ?b   ,?a  governor  ?b,0.011461318,0.005856515,0.363636364,4,683,11,?a,1.0,0.6,0.25,0.75,1,3,1,5
?a  child  ?f  ?f  parent  ?b   ,?a  governor  ?b,0.011461318,0.01038961,0.363636364,4,385,11,?a,1.0,0.6,0.25,0.75,1,3,1,5
?a  damsire  ?f  ?f  owner  ?b   ,?a  breeder  ?b,0.06557377,0.13559322,0.363636364,8,59,22,?a,0.36363636363636365,0.0,1.0,0.0,8,0,22,0
?e  timeZone  ?b  ?e  twinTown  ?a   ,?a  daylightSavingTimeZone  ?b,0.02962963,0.027777778,0.363636364,4,144,11,?a,0.0,0.6666666666666666,0.0,1.0,0,4,0,6
?a  deputy  ?f  ?f  otherParty  ?b   ,?a  otherParty  ?b,0.010958904,0.114285714,0.363636364,4,35,11,?a,0.5,0.5,0.25,0.75,1,3,2,6
?a  garrison  ?f  ?f  location  ?b   ,?a  garrison  ?b,0.01946472,0.066115702,0.363636364,8,121,22,?b,0.11267605633802817,0.0,1.0,0.0,8,0,71,0
?a  associate  ?f  ?f  birthPlace  ?b   ,?a  residence  ?b,0.012133468,0.066298343,0.363636364,36,543,99,?a,0.7142857142857143,0.7,0.4166666666666667,0.5833333333333334,10,14,14,20
?e  country  ?b  ?e  leftTributary  ?a   ,?a  sourceCountry  ?b,0.026490066,0.06557377,0.363636364,4,61,11,?a,0.5714285714285714,0.0,1.0,0.0,4,0,7,0
?f  ideology  ?b  ?a  mergedIntoParty  ?f   ,?a  ideology  ?b,0.022176022,0.351648352,0.363636364,32,91,88,?a,0.5641025641025641,0.0,1.0,0.0,22,0,39,0
?b  primeMinister  ?a   ,?a  president  ?b,0.208532869,0.151678277,0.363429439,479,3158,1318,?a,0.9482758620689655,0.8976744186046511,0.46089385474860334,0.5391061452513967,165,193,174,215
?f  country  ?b  ?a  headquarter  ?f   ,?a  headquarter  ?b,0.185507246,0.363292337,0.363292337,384,1057,1057,?a,0.3614457831325301,0.0,1.0,0.0,360,0,996,0
?a  primeMinister  ?b  ?a  successor  ?b   ,?a  predecessor  ?b,0.02259887,0.298666667,0.362459547,112,375,309,?b,0.5348837209302325,0.504424778761062,0.44660194174757284,0.5533980582524272,46,57,86,113
?b  ethnicGroup  ?a   ,?a  populationPlace  ?b,0.023666667,0.22611465,0.362244898,71,314,196,?b,0.4496124031007752,0.0,1.0,0.0,58,0,129,0
?f  executiveProducer  ?b  ?a  previousWork  ?f   ,?a  creator  ?b,0.046722455,0.211356467,0.362162162,67,317,185,?a,0.5,0.0,1.0,0.0,55,0,110,0
?b  knownFor  ?a   ,?a  author  ?b,0.030434783,0.032457496,0.362068966,21,647,58,?b,0.7142857142857143,0.0,1.0,0.0,20,0,28,0
?f  subsidiary  ?b  ?a  subsidiary  ?f   ,?a  subsidiary  ?b,0.087759815,0.361904762,0.361904762,38,105,105,?b,0.4772727272727273,0.0,1.0,0.0,21,0,44,0
?e  division  ?a  ?e  parentCompany  ?b   ,?a  owningCompany  ?b,0.012056738,0.23943662,0.361702128,17,71,47,?a,0.4358974358974359,0.0,1.0,0.0,17,0,39,0
?e  party  ?b  ?e  president  ?a   ,?a  party  ?b,0.070762611,0.300507614,0.361416361,296,985,819,?a,0.8011049723756906,0.7133757961783439,0.5642023346303502,0.4357976653696498,145,112,181,157
?f  largestCity  ?b  ?a  locationCountry  ?f   ,?a  headquarter  ?b,0.049758454,0.091800357,0.361403509,103,1122,285,?a,0.4090909090909091,0.0,1.0,0.0,99,0,242,0
?b  similar  ?f  ?a  subregion  ?f   ,?a  subregion  ?b,0.230088496,0.337662338,0.361111111,26,77,72,?b,0.4,0.0,1.0,0.0,2,0,5,0
?a  bandMember  ?f  ?f  genre  ?b   ,?a  genre  ?b,0.058040022,0.348598575,0.360908912,3669,10525,10166,?a,0.8612040133779264,0.8767303889255109,0.2791327913279133,0.7208672086720868,515,1330,598,1517
?f  assembly  ?b  ?a  relatedMeanOfTransportation  ?f   ,?a  assembly  ?b,0.062222222,0.360294118,0.360294118,98,272,272,?b,0.6590909090909091,0.0,1.0,0.0,29,0,44,0
?a  executiveProducer  ?b   ,?a  developer  ?b,0.15437788,0.035790598,0.360215054,67,1872,186,?a,0.56,0.0,1.0,0.0,56,0,100,0
?e  religion  ?b  ?e  successor  ?a   ,?a  religion  ?b,0.120012567,0.197518097,0.3600377,382,1934,1061,?a,0.5201465201465202,0.4351005484460695,0.3736842105263158,0.6263157894736842,142,238,273,547
?f  owningCompany  ?a  ?b  sisterStation  ?f   ,?a  subsidiary  ?b,0.020785219,0.008379888,0.36,9,1074,25,?b,0.28,0.0,1.0,0.0,7,0,25,0
?f  executiveProducer  ?b  ?a  series  ?f   ,?a  creator  ?b,0.012552301,0.031413613,0.36,18,573,50,?a,0.7647058823529411,0.0,1.0,0.0,13,0,17,0
?f  creator  ?a  ?b  subsequentWork  ?f   ,?a  notableWork  ?b,0.053571429,0.036885246,0.36,9,244,25,?b,1.0,0.6666666666666666,0.75,0.25,6,2,6,3
?e  party  ?b  ?e  primeMinister  ?a   ,?a  party  ?b,0.109251733,0.312585499,0.359559402,457,1462,1271,?a,0.8009049773755657,0.8326848249027238,0.45268542199488493,0.5473145780051151,177,214,221,257
?f  honours  ?b  ?a  raceHorse  ?f   ,?a  honours  ?b,0.228506787,0.25831202,0.359430605,101,391,281,?a,0.92,0.8596491228070176,0.4842105263157895,0.5157894736842106,46,49,50,57
?b  successor  ?a   ,?a  governor  ?b,0.269340974,0.015997277,0.358778626,94,5876,262,?a,0.4418604651162791,0.5367647058823529,0.20652173913043478,0.7934782608695652,19,73,43,136
?f  foundationPlace  ?b  ?a  parentCompany  ?f   ,?a  foundationPlace  ?b,0.025606469,0.052631579,0.358490566,19,361,53,?a,0.52,0.0,1.0,0.0,13,0,25,0
?f  deathPlace  ?b  ?a  successor  ?f   ,?a  residence  ?b,0.022581732,0.020333839,0.35828877,67,3295,187,?a,0.4878048780487805,0.5813953488372093,0.4444444444444444,0.5555555555555556,20,25,41,43
?f  formerBandMember  ?b  ?a  producer  ?f   ,?a  writer  ?b,0.026309769,0.197255575,0.358255452,115,583,321,?b,0.48507462686567165,0.0,1.0,0.0,65,0,134,0
?a  languageFamily  ?f  ?f  spokenIn  ?b   ,?a  spokenIn  ?b,0.058823529,0.357664234,0.357664234,49,137,137,?b,1.0,0.7647058823529411,0.1875,0.8125,3,13,3,17
?a  cinematography  ?b  ?a  director  ?b   ,?a  editing  ?b,0.016556291,0.3125,0.357142857,5,16,14,?a,0.38461538461538464,0.0,1.0,0.0,5,0,13,0
?f  mergedIntoParty  ?b  ?a  party  ?f   ,?a  party  ?b,0.021515659,0.357142857,0.357142857,90,252,252,?a,0.3069306930693069,0.390625,0.38271604938271603,0.6172839506172839,31,50,101,128
?e  president  ?a  ?e  primeMinister  ?b   ,?a  primeMinister  ?b,0.092146928,0.302180685,0.357055215,291,963,815,?a,0.7,0.7227722772277227,0.4632352941176471,0.5367647058823529,63,73,90,101
?a  deputy  ?f  ?f  primeMinister  ?b   ,?a  primeMinister  ?b,0.041481951,0.288546256,0.356948229,131,454,367,?a,0.5818181818181818,0.6666666666666666,0.35555555555555557,0.6444444444444445,32,58,55,87
?a  creator  ?b  ?a  executiveProducer  ?b   ,?a  author  ?b,0.111594203,0.174208145,0.356481481,77,442,216,?b,0.7934782608695652,0.0,1.0,0.0,73,0,92,0
?a  company  ?f  ?f  foundedBy  ?b   ,?a  executiveProducer  ?b,0.057692308,0.216,0.356435644,108,500,303,?a,0.3440366972477064,0.0,1.0,0.0,75,0,218,0
?a  producer  ?b   ,?a  musicalBand  ?b,0.195493704,0.070104563,0.356280193,590,8416,1656,?b,0.38077769625825386,0.0,1.0,0.0,519,0,1363,0
?a  producer  ?b   ,?a  musicalArtist  ?b,0.195493704,0.070104563,0.356280193,590,8416,1656,?b,0.38077769625825386,0.0,1.0,0.0,519,0,1363,0
?a  owner  ?b   ,?a  foundedBy  ?b,0.040247678,0.02173913,0.356164384,26,1196,73,?b,0.359375,0.0,1.0,0.0,23,0,64,0
?e  child  ?a  ?e  relative  ?b   ,?a  relative  ?b,0.056918548,0.355828221,0.355828221,58,163,163,?b,0.7575757575757576,0.6666666666666666,0.6410256410256411,0.358974358974359,25,14,33,21
?a  commander  ?f  ?b  successor  ?f   ,?a  commander  ?b,0.124344338,0.184186472,0.355692851,403,2188,1133,?b,0.32771535580524347,0.0,1.0,0.0,175,0,534,0
?a  commander  ?e  ?e  predecessor  ?b   ,?a  commander  ?b,0.094723851,0.178177597,0.355324074,307,1723,864,?b,0.30246913580246915,0.0,1.0,0.0,147,0,486,0
?b  owningCompany  ?a   ,?a  subsidiary  ?b,0.152424942,0.046808511,0.35483871,66,1410,186,?b,0.5764705882352941,0.0,1.0,0.0,49,0,85,0
?e  district  ?b  ?e  rightTributary  ?a   ,?a  district  ?b,0.046373365,0.327731092,0.354545455,39,119,110,?a,0.8484848484848485,0.0,1.0,0.0,28,0,33,0
?a  managerClub  ?b   ,?a  team  ?b,0.099141559,0.320718759,0.354498947,1178,3673,3323,?b,0.8615384615384616,0.900390625,0.2670906200317965,0.7329093799682035,168,461,195,512
?a  associate  ?f  ?b  successor  ?f   ,?a  associate  ?b,0.331818182,0.255244755,0.354368932,146,572,412,?b,0.2777777777777778,0.4146341463414634,0.37037037037037035,0.6296296296296297,20,34,72,82
?f  creator  ?b  ?a  subsequentWork  ?f   ,?a  executiveProducer  ?b,0.02724359,0.209016393,0.354166667,51,244,144,?a,0.42424242424242425,0.0,1.0,0.0,42,0,99,0
?a  author  ?b  ?a  creator  ?b   ,?a  director  ?b,0.021967526,0.225490196,0.353846154,46,204,130,?a,0.4174757281553398,0.0,1.0,0.0,43,0,103,0
?e  related  ?a  ?e  religion  ?b   ,?a  religion  ?b,0.095507383,0.290909091,0.353488372,304,1045,860,?a,0.7663043478260869,0.0,1.0,0.0,141,0,184,0
?a  predecessor  ?b   ,?a  governor  ?b,0.252148997,0.017756255,0.353413655,88,4956,249,?a,0.42105263157894735,0.5384615384615384,0.18604651162790697,0.813953488372093,16,70,38,130
?b  lieutenant  ?f  ?a  predecessor  ?f   ,?a  governor  ?b,0.034383954,0.166666667,0.352941176,12,72,34,?a,0.7142857142857143,0.2777777777777778,0.5,0.5,5,5,7,18
?f  child  ?b  ?a  parent  ?f   ,?a  relation  ?b,0.023715415,0.013422819,0.352941176,6,447,17,?b,0.5,0.2857142857142857,0.6,0.4,3,2,6,7
?a  foundationPlace  ?b   ,?a  locationCountry  ?b,0.062273277,0.138814016,0.352739726,103,742,292,?a,0.6710526315789473,0.0,1.0,0.0,102,0,152,0
?a  starring  ?b   ,?a  author  ?b,0.107246377,0.007914439,0.352380952,74,9350,210,?b,0.20754716981132076,0.0,1.0,0.0,55,0,265,0
?f  locationCity  ?b  ?a  parentCompany  ?f   ,?a  locationCity  ?b,0.052741152,0.094292804,0.351851852,76,806,216,?a,0.463768115942029,0.0,1.0,0.0,64,0,138,0
?e  locationCity  ?b  ?e  subsidiary  ?a   ,?a  locationCity  ?b,0.027064539,0.150579151,0.351351351,39,259,111,?a,0.43243243243243246,0.0,1.0,0.0,32,0,74,0
?f  parentCompany  ?b  ?a  successor  ?f   ,?a  owner  ?b,0.010869565,0.107438017,0.351351351,13,121,37,?a,0.48148148148148145,0.0,1.0,0.0,13,0,27,0
?a  associate  ?f  ?f  successor  ?b   ,?a  associate  ?b,0.297727273,0.257367387,0.351206434,131,509,373,?b,0.28169014084507044,0.425,0.37037037037037035,0.6296296296296297,20,34,71,80
?a  tenant  ?b   ,?a  owner  ?b,0.027591973,0.120879121,0.35106383,33,273,94,?a,0.6875,0.0,1.0,0.0,33,0,48,0
?e  battle  ?b  ?e  commandStructure  ?a   ,?a  battle  ?b,0.016699411,0.225,0.350917431,153,680,436,?a,0.9230769230769231,0.0,1.0,0.0,36,0,39,0
?e  region  ?b  ?e  successor  ?a   ,?a  region  ?b,0.072912064,0.190311419,0.350318471,165,867,471,?a,0.6105263157894737,0.47641509433962265,0.36477987421383645,0.6352201257861635,58,101,95,212
?a  author  ?b   ,?a  presenter  ?b,0.022012579,0.010144928,0.35,7,690,20,?b,0.6666666666666666,0.0,1.0,0.0,6,0,9,0
?f  keyPerson  ?b  ?a  occupation  ?f   ,?a  child  ?b,0.011075949,0.070707071,0.35,7,99,20,?b,0.0,1.0,0.0,1.0,0,4,0,4
?a  commander  ?e  ?e  primeMinister  ?b   ,?a  commander  ?b,0.05399568,0.180412371,0.35,175,970,500,?b,0.3788546255506608,0.0,1.0,0.0,86,0,227,0
?e  country  ?b  ?e  owningCompany  ?a   ,?a  locationCountry  ?b,0.034461911,0.141439206,0.349693252,57,403,163,?a,0.9193548387096774,0.0,1.0,0.0,57,0,62,0
?e  creator  ?b  ?e  subsequentWork  ?a   ,?a  executiveProducer  ?b,0.030982906,0.210144928,0.34939759,58,276,166,?a,0.4375,0.0,1.0,0.0,49,0,112,0
?e  author  ?b  ?e  subsequentWork  ?a   ,?a  creator  ?b,0.020223152,0.252173913,0.34939759,29,115,83,?a,0.4772727272727273,0.0,1.0,0.0,21,0,44,0
?b  capital  ?f  ?a  region  ?f   ,?a  federalState  ?b,0.115384615,0.030487805,0.348837209,15,492,43,?a,0.75,0.0,1.0,0.0,15,0,20,0
?e  lastAppearance  ?a  ?e  portrayer  ?b   ,?a  portrayer  ?b,0.0390625,0.348837209,0.348837209,15,43,43,?b,1.0,0.0,1.0,0.0,1,0,1,0
?a  country  ?b   ,?a  location  ?b,0.045519674,0.01532695,0.348817568,413,26946,1184,?a,0.36522539098436063,0.0,1.0,0.0,397,0,1087,0
?e  doctoralStudent  ?a  ?e  field  ?b   ,?a  field  ?b,0.038573508,0.277486911,0.348684211,53,191,152,?a,0.36363636363636365,0.5245901639344263,0.38461538461538464,0.6153846153846154,20,32,55,61
?b  knownFor  ?a   ,?a  director  ?b,0.010983763,0.035548686,0.348484848,23,647,66,?a,0.35714285714285715,0.0,1.0,0.0,20,0,56,0
?b  broadcastNetwork  ?f  ?f  sisterStation  ?a   ,?a  sisterStation  ?b,0.020383977,0.276527331,0.348178138,86,311,247,?b,0.6071428571428571,0.0,1.0,0.0,51,0,84,0
?b  broadcastNetwork  ?f  ?a  sisterStation  ?f   ,?a  sisterStation  ?b,0.026072529,0.247747748,0.348101266,110,444,316,?b,0.544,0.0,1.0,0.0,68,0,125,0
?a  guest  ?f  ?f  knownFor  ?b   ,?a  series  ?b,0.024691358,0.347826087,0.347826087,8,23,23,?a,0.5714285714285714,0.0,1.0,0.0,8,0,14,0
?b  city  ?f  ?a  routeEnd  ?f   ,?a  routeEnd  ?b,0.041666667,0.025974026,0.347826087,8,308,23,?b,0.11940298507462686,0.0,1.0,0.0,8,0,67,0
?e  creator  ?a  ?e  subsequentWork  ?b   ,?a  knownFor  ?b,0.01236476,0.028985507,0.347826087,8,276,23,?b,1.0,0.5,0.6,0.4,3,2,3,4
?e  owner  ?b  ?e  sire  ?a   ,?a  owner  ?b,0.013377926,0.181818182,0.347826087,16,88,46,?a,0.4838709677419355,0.0,1.0,0.0,15,0,31,0
?e  formerBandMember  ?a  ?e  hometown  ?b   ,?a  hometown  ?b,0.035241016,0.103836317,0.34760274,609,5865,1752,?a,0.5714285714285714,0.5199004975124378,0.07929515418502203,0.920704845814978,36,418,63,804
?e  subregion  ?a  ?e  varietals  ?b   ,?a  varietals  ?b,0.419354839,0.347328244,0.347328244,91,262,262,?b,1.0,0.0,1.0,0.0,15,0,15,0
?e  deathPlace  ?b  ?e  successor  ?a   ,?a  residence  ?b,0.028311426,0.022592792,0.347107438,84,3718,242,?a,0.5185185185185185,0.5689655172413793,0.45901639344262296,0.5409836065573771,28,33,54,58
?a  creator  ?b   ,?a  author  ?b,0.295652174,0.142259414,0.346938776,204,1434,588,?b,0.7161016949152542,0.0,1.0,0.0,169,0,236,0
?b  governor  ?a   ,?a  successor  ?b,0.015997277,0.269340974,0.346863469,94,349,271,?a,0.40816326530612246,0.5862068965517241,0.22727272727272727,0.7727272727272727,20,68,49,116
?b  creator  ?a   ,?a  knownFor  ?b,0.080370943,0.036262204,0.346666667,52,1434,150,?b,0.8636363636363636,0.75,0.5588235294117647,0.4411764705882353,19,15,22,20
?a  associate  ?f  ?b  predecessor  ?f   ,?a  associate  ?b,0.143181818,0.211409396,0.346153846,63,298,182,?b,0.2857142857142857,0.2962962962962963,0.5294117647058824,0.47058823529411764,18,16,63,54
?e  associate  ?a  ?e  predecessor  ?b   ,?a  associate  ?b,0.145454545,0.208469055,0.345945946,64,307,185,?b,0.25806451612903225,0.2727272727272727,0.5161290322580645,0.4838709677419355,16,15,62,55
?e  keyPerson  ?b  ?e  owningCompany  ?a   ,?a  keyPerson  ?b,0.025782689,0.107279693,0.345679012,28,261,81,?a,0.5128205128205128,0.0,1.0,0.0,20,0,39,0
?a  keyPerson  ?f  ?b  relative  ?f   ,?a  keyPerson  ?b,0.017495396,0.345454545,0.345454545,19,55,55,?a,0.36,0.0,1.0,0.0,9,0,25,0
?a  country  ?f  ?f  regionalLanguage  ?b   ,?a  language  ?b,0.015742481,0.017100562,0.345360825,67,3918,194,?a,0.5742574257425742,0.0,1.0,0.0,58,0,101,0
?e  executiveProducer  ?b  ?e  previousWork  ?a   ,?a  creator  ?b,0.047419805,0.225165563,0.345177665,68,302,197,?a,0.464,0.0,1.0,0.0,58,0,125,0
?e  commander  ?a  ?e  isPartOfMilitaryConflict  ?b   ,?a  battle  ?b,0.030561013,0.15503876,0.344827586,280,1806,812,?a,0.6232876712328768,0.5531914893617021,0.7777777777777778,0.2222222222222222,182,52,292,94
?e  owningCompany  ?a  ?e  sisterStation  ?b   ,?a  subsidiary  ?b,0.023094688,0.009606148,0.344827586,10,1041,29,?b,0.25,0.0,1.0,0.0,6,0,24,0
?f  creator  ?a  ?b  subsequentWork  ?f   ,?a  knownFor  ?b,0.015455951,0.040983607,0.344827586,10,244,29,?b,0.75,0.5,0.5,0.5,3,3,4,6
?e  relative  ?b  ?e  spouse  ?a   ,?a  parent  ?b,0.01529052,0.040983607,0.344827586,10,244,29,?a,0.16666666666666666,0.6666666666666666,0.14285714285714285,0.8571428571428571,1,6,6,9
?f  commandStructure  ?b  ?a  commandStructure  ?f   ,?a  commandStructure  ?b,0.125786164,0.344827586,0.344827586,20,58,58,?a,0.5128205128205128,0.0,1.0,0.0,20,0,39,0
?e  predecessor  ?a  ?e  religion  ?b   ,?a  religion  ?b,0.101162425,0.18151071,0.344753747,322,1774,934,?a,0.483271375464684,0.42105263157894735,0.40372670807453415,0.5962732919254659,130,192,269,456
?e  assembly  ?b  ?e  relatedMeanOfTransportation  ?a   ,?a  assembly  ?b,0.064126984,0.344709898,0.344709898,101,293,293,?b,0.6818181818181818,0.0,1.0,0.0,30,0,44,0
?b  author  ?a   ,?a  knownFor  ?b,0.032457496,0.030434783,0.344262295,21,690,61,?b,0.5263157894736842,0.4,0.7142857142857143,0.2857142857142857,10,4,19,10
?b  parentCompany  ?f  ?a  subsidiary  ?f   ,?a  subsidiary  ?b,0.048498845,0.069078947,0.344262295,21,304,61,?b,0.21428571428571427,0.0,1.0,0.0,12,0,56,0
?f  previousWork  ?b  ?a  related  ?f   ,?a  previousWork  ?b,0.020568071,0.133757962,0.344262295,21,157,61,?a,0.4222222222222222,0.0,1.0,0.0,19,0,45,0
?a  residence  ?b   ,?a  restingPlace  ?b,0.030670471,0.014492754,0.344,43,2967,125,?a,0.5294117647058824,0.6410256410256411,0.2647058823529412,0.7352941176470589,9,25,17,39
?f  author  ?b  ?a  previousWork  ?f   ,?a  author  ?b,0.063768116,0.34375,0.34375,44,128,128,?b,0.8,0.0,1.0,0.0,28,0,35,0
?f  operator  ?b  ?a  railwayRollingStock  ?f   ,?a  operator  ?b,0.048245614,0.22,0.34375,11,50,32,?a,0.8,0.0,1.0,0.0,4,0,5,0
?a  leader  ?f  ?b  vicePresident  ?f   ,?a  leader  ?b,0.024719101,0.34375,0.34375,11,32,32,?a,0.23076923076923078,0.7142857142857143,0.375,0.625,3,5,13,7
?a  company  ?f  ?b  executiveProducer  ?f   ,?a  related  ?b,0.015503876,0.065088757,0.34375,22,338,64,?b,0.3333333333333333,0.0,1.0,0.0,13,0,39,0
?a  headquarter  ?f  ?f  language  ?b   ,?a  language  ?b,0.028665414,0.10454156,0.343661972,122,1167,355,?a,0.7086092715231788,0.0,1.0,0.0,107,0,151,0
?e  derivative  ?b  ?a  musicSubgenre  ?e   ,?a  musicSubgenre  ?b,0.259713701,0.250493097,0.343243243,127,507,370,?b,0.4852941176470588,0.0,1.0,0.0,33,0,68,0
