Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?f  parent  ?b  ?a  successor  ?f   ,?a  spouse  ?b,0.087861272,0.191435768,0.345454545,76,397,220,?a,0.45098039215686275,0.6973684210526315,0.3026315789473684,0.6973684210526315,23,53,51,76
?a  child  ?f  ?b  child  ?f   ,?a  spouse  ?b,0.167630058,0.223420647,0.302083333,145,649,480,?a,0.4438202247191011,0.44285714285714284,0.5602836879432624,0.4397163120567376,79,62,178,140
?a  child  ?f  ?f  father  ?b   ,?a  spouse  ?b,0.107514451,0.333333333,0.455882353,93,279,204,?a,0.9888888888888889,0.03571428571428571,0.956989247311828,0.043010752688172046,89,4,90,112
?e  name  ?a  ?e  parent  ?b   ,?a  parent  ?b,0.122621564,0.155495979,0.155495979,116,746,746,?b,0.9859154929577465,0.8571428571428571,0.9210526315789473,0.07894736842105263,70,6,71,7
?f  mother  ?a  ?b  successor  ?f   ,?a  spouse  ?b,0.062427746,0.301675978,0.432,54,179,125,?a,0.5862068965517241,0.75,0.9444444444444444,0.05555555555555555,51,3,87,4
?a  child  ?f  ?f  parent  ?b   ,?a  spouse  ?b,0.223121387,0.356746765,0.477722772,193,541,404,?a,0.7545454545454545,0.8217054263565892,0.43915343915343913,0.5608465608465608,83,106,110,129
?f  mother  ?b  ?a  successor  ?f   ,?a  spouse  ?b,0.070520231,0.340782123,0.559633028,61,179,109,?a,0.38095238095238093,0.75,0.26229508196721313,0.7377049180327869,16,45,42,60
?e  father  ?a  ?e  parent  ?b   ,?a  spouse  ?b,0.220809249,0.28422619,0.454761905,191,672,420,?a,0.7549019607843137,0.7638888888888888,0.4117647058823529,0.5882352941176471,77,110,102,144
?e  spouse  ?b  ?e  successor  ?a   ,?a  parent  ?b,0.080338266,0.280442804,0.484076433,76,271,157,?b,0.425531914893617,0.726027397260274,0.273972602739726,0.726027397260274,20,53,47,73
?e  mother  ?b  ?e  predecessor  ?a   ,?a  spouse  ?b,0.07283237,0.355932203,0.6,63,177,105,?a,0.4634146341463415,0.7586206896551724,0.30158730158730157,0.6984126984126984,19,44,41,58
?e  parent  ?b  ?e  predecessor  ?a   ,?a  spouse  ?b,0.085549133,0.18877551,0.3507109,74,392,211,?a,0.4489795918367347,0.6753246753246753,0.2972972972972973,0.7027027027027027,22,52,49,77
?a  name  ?e  ?e  spouse  ?b   ,?a  spouse  ?b,0.092485549,0.963855422,0.975609756,80,83,82,?a,0.96875,1.0,0.8985507246376812,0.10144927536231885,62,7,64,7
?e  name  ?a  ?e  spouse  ?b   ,?a  spouse  ?b,0.092485549,0.168421053,0.975609756,80,475,82,?a,0.96875,1.0,0.8985507246376812,0.10144927536231885,62,7,64,7
?e  mother  ?a  ?e  predecessor  ?b   ,?a  spouse  ?b,0.070520231,0.344632768,0.472868217,61,177,129,?a,0.6145833333333334,0.3333333333333333,0.9672131147540983,0.03278688524590164,59,2,96,6
?e  parent  ?a  ?e  predecessor  ?b   ,?a  spouse  ?b,0.080924855,0.178571429,0.252707581,70,392,277,?a,0.49612403100775193,0.075,0.9142857142857143,0.08571428571428572,64,6,129,80
?a  name  ?f  ?b  spouse  ?f   ,?a  spouse  ?b,0.071676301,0.746987952,0.873239437,62,83,71,?a,0.9454545454545454,0.8333333333333334,0.9122807017543859,0.08771929824561403,52,5,55,6
?b  predecessor  ?a  ?a  successor  ?b   ,?a  child  ?b,0.066312997,0.373134328,0.549450549,100,268,182,?b,0.5121951219512195,0.7422680412371134,0.22580645161290322,0.7741935483870968,21,72,41,97
?b  father  ?a  ?b  predecessor  ?a   ,?a  child  ?b,0.044429708,0.632075472,0.893333333,67,106,75,?b,0.5,0.8695652173913043,0.07692307692307693,0.9230769230769231,5,60,10,69
?e  mother  ?b  ?e  parent  ?a   ,?a  spouse  ?b,0.232369942,0.352631579,0.490243902,201,570,410,?a,0.27636363636363637,0.9389312977099237,0.38190954773869346,0.6180904522613065,76,123,275,131
?e  father  ?b  ?e  mother  ?a   ,?a  spouse  ?b,0.248554913,0.723905724,0.98173516,215,297,219,?a,0.9813953488372092,1.0,0.9813953488372092,0.018604651162790697,211,4,215,4
?e  name  ?b  ?e  spouse  ?a   ,?a  spouse  ?b,0.071676301,0.130526316,0.164456233,62,475,377,?a,0.09124087591240876,0.4235294117647059,0.4098360655737705,0.5901639344262295,25,36,274,85
?f  name  ?a  ?b  spouse  ?f   ,?a  spouse  ?b,0.071676301,0.132196162,0.911764706,62,469,68,?a,0.9811320754716981,1.0,0.9122807017543859,0.08771929824561403,52,5,53,5
?b  father  ?a  ?a  successor  ?b   ,?a  child  ?b,0.039787798,0.588235294,0.833333333,60,102,72,?b,0.5,0.8548387096774194,0.08620689655172414,0.9137931034482759,5,53,10,62
?b  parent  ?a  ?a  successor  ?b   ,?a  child  ?b,0.043766578,0.584070796,0.825,66,113,80,?b,0.7368421052631579,0.8771929824561403,0.21875,0.78125,14,50,19,57
?e  father  ?a  ?e  mother  ?b   ,?a  spouse  ?b,0.231213873,0.673400673,0.943396226,200,297,212,?a,0.9642857142857143,0.936,0.4090909090909091,0.5909090909090909,81,117,84,125
?b  father  ?a  ?b  parent  ?a   ,?a  child  ?b,0.101458886,0.354988399,0.753694581,153,431,203,?b,0.5882352941176471,0.9672131147540983,0.078125,0.921875,10,118,17,122
?e  father  ?b  ?e  parent  ?a   ,?a  spouse  ?b,0.239306358,0.308035714,0.485915493,207,672,426,?a,0.6843853820598007,0.008,0.9951690821256038,0.004830917874396135,206,1,301,125
?b  predecessor  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.026525199,0.149253731,0.220994475,40,268,181,?b,0.44,0.26666666666666666,0.8918918918918919,0.10810810810810811,33,4,75,15
?b  predecessor  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.023872679,0.130434783,0.192513369,36,276,187,?b,0.4383561643835616,0.2857142857142857,0.8888888888888888,0.1111111111111111,32,4,73,14
?a  child  ?f  ?b  predecessor  ?f   ,?a  child  ?b,0.015251989,0.086142322,0.115,23,267,200,?b,0.10975609756097561,0.11764705882352941,0.42857142857142855,0.5714285714285714,9,12,82,102
?e  mother  ?a  ?e  parent  ?b   ,?a  spouse  ?b,0.23699422,0.359649123,0.5,205,570,410,?a,0.8215767634854771,0.8571428571428571,0.9705882352941176,0.029411764705882353,198,6,241,7
?f  mother  ?a  ?b  name  ?f   ,?a  child  ?b,0.016578249,0.568181818,0.892857143,25,44,28,?b,0.8888888888888888,1.0,0.96,0.04,24,1,27,1
?f  name  ?b  ?a  spouse  ?f   ,?a  spouse  ?b,0.09017341,0.166311301,0.166311301,78,469,469,?a,0.09116809116809117,0.44329896907216493,0.4266666666666667,0.5733333333333334,32,43,351,97
?b  father  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.074270557,0.261072261,0.408759124,112,429,274,?b,0.7739130434782608,0.8,0.956989247311828,0.043010752688172046,89,4,115,5
?e  parent  ?a  ?e  parent  ?b   ,?a  spouse  ?b,0.440462428,0.274100719,0.418221734,381,1390,911,?a,0.7457627118644068,0.7261146496815286,0.6984126984126984,0.30158730158730157,264,114,354,157
?a  child  ?f  ?b  successor  ?f   ,?a  child  ?b,0.014588859,0.06984127,0.11,22,315,200,?b,0.06382978723404255,0.1016949152542373,0.3333333333333333,0.6666666666666666,6,12,94,118
?a  name  ?f  ?b  parent  ?f   ,?a  child  ?b,0.031167109,0.494736842,0.712121212,47,95,66,?b,0.8205128205128205,0.8333333333333334,0.8648648648648649,0.13513513513513514,32,5,39,6
?b  father  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.067639257,0.250614251,0.380597015,102,407,268,?b,0.7766990291262136,0.6,0.963855421686747,0.03614457831325301,80,3,103,5
?b  name  ?f  ?f  parent  ?a   ,?a  child  ?b,0.024535809,0.308333333,0.627118644,37,120,59,?b,0.75,0.8125,0.6486486486486487,0.35135135135135137,24,13,32,16
?f  name  ?a  ?b  parent  ?f   ,?a  child  ?b,0.031167109,0.088846881,0.15210356,47,529,309,?b,0.8421052631578947,1.0,0.8648648648648649,0.13513513513513514,32,5,38,5
?b  parent  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.147877984,0.319484241,0.487964989,223,698,457,?b,0.6956521739130435,0.9210526315789473,0.43243243243243246,0.5675675675675675,80,105,115,114
?f  child  ?b  ?a  marriedTo  ?f   ,?a  child  ?b,0.017241379,0.541666667,0.541666667,26,48,48,?b,1.0,1.0,0.75,0.25,6,2,6,2
?b  parent  ?a  ?b  predecessor  ?a   ,?a  child  ?b,0.048408488,0.634782609,0.879518072,73,115,83,?b,0.7272727272727273,0.8870967741935484,0.22535211267605634,0.7746478873239436,16,55,22,62
?b  mother  ?f  ?a  name  ?f   ,?a  child  ?b,0.027188329,0.585714286,0.788461538,41,70,52,?b,0.8333333333333334,1.0,0.9375,0.0625,30,2,36,2
?a  child  ?f  ?b  name  ?f   ,?a  child  ?b,0.031167109,0.854545455,0.94,47,55,50,?b,0.90625,0.8181818181818182,0.6170212765957447,0.3829787234042553,29,18,32,22
?f  child  ?b  ?a  name  ?f   ,?a  child  ?b,0.131962865,0.990049751,0.990049751,199,201,201,?b,1.0,1.0,0.8703703703703703,0.12962962962962962,47,7,47,7
?a  spouse  ?f  ?f  successor  ?b   ,?a  child  ?b,0.027851459,0.15498155,0.206896552,42,271,203,?b,0.4305555555555556,0.5,0.775,0.225,31,9,72,18
?a  child  ?e  ?e  successor  ?b   ,?a  child  ?b,0.014588859,0.08627451,0.105263158,22,255,209,?b,0.07228915662650602,0.125,0.3333333333333333,0.6666666666666666,6,12,83,96
?e  spouse  ?a  ?e  successor  ?b   ,?a  child  ?b,0.031830239,0.177121771,0.23880597,48,271,201,?b,0.4864864864864865,0.4444444444444444,0.8181818181818182,0.18181818181818182,36,8,74,18
?e  child  ?b  ?e  marriedTo  ?a   ,?a  child  ?b,0.017241379,0.619047619,0.619047619,26,42,42,?b,1.0,1.0,0.75,0.25,6,2,6,2
?b  parent  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.148541114,0.325108853,0.505643341,224,689,443,?b,0.6747967479674797,0.9298245614035088,0.43915343915343913,0.5608465608465608,83,106,123,114
?e  mother  ?a  ?e  name  ?b   ,?a  child  ?b,0.016578249,0.078125,0.78125,25,320,32,?b,0.2222222222222222,0.25,0.96,0.04,24,1,108,4
?a  child  ?e  ?e  name  ?b   ,?a  child  ?b,0.031167109,0.138643068,0.959183673,47,339,49,?b,0.2196969696969697,0.1323529411764706,0.6170212765957447,0.3829787234042553,29,18,132,136
?b  mother  ?f  ?f  name  ?a   ,?a  child  ?b,0.027188329,0.227777778,0.333333333,41,180,123,?b,0.8333333333333334,1.0,0.9375,0.0625,30,2,36,2
?e  name  ?b  ?e  parent  ?a   ,?a  child  ?b,0.024535809,0.049597855,0.560606061,37,746,66,?b,0.18461538461538463,0.11711711711711711,0.6486486486486487,0.35135135135135137,24,13,130,111
?b  mother  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.076259947,0.362776025,0.56372549,115,317,204,?b,0.0,0.9,0.0,1.0,0,99,9,110
?a  name  ?f  ?f  type  ?b   ,?a  type  ?b,0.046826864,0.974358974,1.0,76,78,76,?a,1.0,1.0,0.881578947368421,0.11842105263157894,67,9,67,9
?a  successor  ?f  ?f  type  ?b   ,?a  type  ?b,0.104128158,0.728448276,1.0,169,232,169,?a,1.0,1.0,0.5857988165680473,0.41420118343195267,99,70,99,70
?a  mother  ?f  ?f  type  ?b   ,?a  type  ?b,0.135551448,0.728476821,1.0,220,302,220,?a,1.0,1.0,0.6772727272727272,0.32272727272727275,149,71,149,71
?a  father  ?f  ?f  type  ?b   ,?a  type  ?b,0.181762169,0.732009926,1.0,295,403,295,?a,1.0,1.0,0.7423728813559322,0.2576271186440678,219,76,219,76
?a  predecessor  ?f  ?f  type  ?b   ,?a  type  ?b,0.1004313,0.705627706,1.0,163,231,163,?a,1.0,1.0,0.6073619631901841,0.39263803680981596,99,64,99,64
?e  child  ?b  ?e  name  ?a   ,?a  child  ?b,0.131962865,0.175795053,0.175795053,199,1132,1132,?b,1.0,1.0,0.8703703703703703,0.12962962962962962,47,7,47,7
?e  child  ?b  ?e  spouse  ?a   ,?a  child  ?b,0.263925729,0.296793438,0.296793438,398,1341,1341,?b,0.8636363636363636,0.8767123287671232,0.5428571428571428,0.45714285714285713,76,64,88,73
?a  parent  ?f  ?f  type  ?b   ,?a  type  ?b,0.232902033,0.73540856,1.0,378,514,378,?a,1.0,1.0,0.6957671957671958,0.30423280423280424,263,115,263,115
?a  spouse  ?f  ?f  type  ?b   ,?a  type  ?b,0.267406038,0.756097561,1.0,434,574,434,?a,1.0,1.0,0.7534562211981567,0.2465437788018433,327,107,327,107
?f  child  ?b  ?a  spouse  ?f   ,?a  child  ?b,0.264588859,0.297317437,0.297317437,399,1342,1342,?b,0.8681318681318682,0.8732394366197183,0.5602836879432624,0.4397163120567376,79,62,91,71
?b  mother  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.074933687,0.363344051,0.559405941,113,311,202,?b,0.0,0.9142857142857143,0.0,1.0,0,96,13,105
?e  mother  ?a  ?e  type  ?b   ,?a  type  ?b,0.124460875,0.748148148,1.0,202,270,202,?a,1.0,1.0,0.9752475247524752,0.024752475247524754,197,5,197,5
?e  successor  ?a  ?e  type  ?b   ,?a  type  ?b,0.101047443,0.70995671,1.0,164,231,164,?a,1.0,1.0,0.6036585365853658,0.39634146341463417,99,65,99,65
?e  father  ?a  ?e  type  ?b   ,?a  type  ?b,0.15896488,0.722689076,1.0,258,357,258,?a,1.0,1.0,0.5542635658914729,0.44573643410852715,143,115,143,115
?e  name  ?a  ?e  type  ?b   ,?a  type  ?b,0.046210721,0.186567164,1.0,75,402,75,?a,1.0,1.0,0.88,0.12,66,9,66,9
?e  predecessor  ?a  ?e  type  ?b   ,?a  type  ?b,0.102895872,0.729257642,1.0,167,229,167,?a,1.0,1.0,0.5449101796407185,0.4550898203592814,91,76,91,76
?f  hasSpouse  ?b  ?a  name  ?f   ,?a  hasSpouse  ?b,0.038900415,0.949367089,0.961538462,75,79,78,?a,0.9571428571428572,1.0,0.8933333333333333,0.10666666666666667,67,8,70,8
?f  hasSpouse  ?b  ?a  successor  ?f   ,?a  hasSpouse  ?b,0.051348548,0.380769231,0.492537313,99,260,201,?a,0.391304347826087,0.6585365853658537,0.45454545454545453,0.5454545454545454,45,54,115,82
?e  spouse  ?a  ?e  type  ?b   ,?a  type  ?b,0.261860752,0.741710297,1.0,425,573,425,?a,1.0,1.0,0.7223529411764706,0.2776470588235294,307,118,307,118
?a  child  ?f  ?f  type  ?b   ,?a  type  ?b,0.181146026,0.748091603,1.0,294,393,294,?a,1.0,1.0,0.5782312925170068,0.4217687074829932,170,124,170,124
?f  hasSpouse  ?b  ?a  mother  ?f   ,?a  hasSpouse  ?b,0.107365145,0.678688525,0.911894273,207,305,227,?a,0.8789808917197452,0.9857142857142858,0.6666666666666666,0.3333333333333333,138,69,157,70
?a  child  ?f  ?f  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.114107884,0.341614907,0.456431535,220,644,482,?a,0.6120218579234973,0.8307692307692308,0.509090909090909,0.4909090909090909,112,108,183,130
?f  hasSpouse  ?b  ?a  predecessor  ?f   ,?a  hasSpouse  ?b,0.049273859,0.358490566,0.456730769,95,265,208,?a,0.37815126050420167,0.6410256410256411,0.47368421052631576,0.5263157894736842,45,50,119,78
?e  hasSpouse  ?b  ?e  predecessor  ?a   ,?a  hasSpouse  ?b,0.050311203,0.366037736,0.466346154,97,265,208,?a,0.36283185840707965,0.6363636363636364,0.422680412371134,0.5773195876288659,41,56,113,88
?e  hasSpouse  ?b  ?e  successor  ?a   ,?a  hasSpouse  ?b,0.049273859,0.37254902,0.467980296,95,255,203,?a,0.4107142857142857,0.6282051282051282,0.4842105263157895,0.5157894736842106,46,49,112,78
?f  hasSpouse  ?b  ?a  spouse  ?f   ,?a  hasSpouse  ?b,0.251037344,0.778135048,1.0,484,622,484,?a,1.0,1.0,0.75,0.25,363,121,363,121
?a  child  ?e  ?e  predecessor  ?b   ,?a  child  ?b,0.015251989,0.077181208,0.115,23,298,200,?b,0.0989010989010989,0.09836065573770492,0.42857142857142855,0.5714285714285714,9,12,91,122
?f  hasSpouse  ?b  ?a  parent  ?f   ,?a  hasSpouse  ?b,0.171161826,0.622641509,0.825,330,530,400,?a,0.7859649122807018,0.9298245614035088,0.6787878787878788,0.3212121212121212,224,106,285,114
?e  hasSpouse  ?b  ?e  mother  ?a   ,?a  hasSpouse  ?b,0.095954357,0.672727273,0.906862745,185,275,204,?a,0.9183673469387755,1.0,0.972972972972973,0.02702702702702703,180,5,196,5
?e  child  ?a  ?e  type  ?b   ,?a  type  ?b,0.426987061,0.724137931,1.0,693,957,693,?a,1.0,1.0,0.8715728715728716,0.12842712842712842,604,89,604,89
?a  father  ?f  ?f  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.122925311,0.58808933,0.787375415,237,403,301,?a,0.7455357142857143,0.9090909090909091,0.7046413502109705,0.29535864978902954,167,70,224,77
?e  father  ?a  ?e  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.106327801,0.566298343,0.770676692,205,362,266,?a,0.6285714285714286,0.9669421487603306,0.4292682926829268,0.5707317073170731,88,117,140,121
?e  hasSpouse  ?b  ?e  spouse  ?a   ,?a  hasSpouse  ?b,0.243775934,0.796610169,1.0,470,590,470,?a,1.0,1.0,0.7276595744680852,0.2723404255319149,342,128,342,128
?e  hasSpouse  ?b  ?e  name  ?a   ,?a  hasSpouse  ?b,0.038900415,0.186104218,0.974025974,75,403,77,?a,0.9710144927536232,1.0,0.8933333333333333,0.10666666666666667,67,8,69,8
?e  hasSpouse  ?b  ?e  parent  ?a   ,?a  hasSpouse  ?b,0.201244813,0.604361371,0.816842105,388,642,475,?a,0.783625730994152,0.96,0.6907216494845361,0.30927835051546393,268,120,342,125
?e  child  ?a  ?e  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.139522822,0.2858661,0.309907834,269,941,868,?a,0.23027166882276842,0.9578947368421052,0.6617100371747212,0.3382899628252788,178,91,773,95
?e  parent  ?a  ?e  type  ?b   ,?a  type  ?b,0.271102896,0.727272727,1.0,440,605,440,?a,1.0,1.0,0.7363636363636363,0.2636363636363636,324,116,324,116
